ID	NAZWA	NAZWA_DOD	SUBSTANCJE
RPL:27717	Tamsudil	Tamsulosini hydrochloridum
RPL:27718	Pentohexal 600 retard	Pentoxifyllinum
RPL:27719	Procto-Glyvenol	Tribenosidum + Lidocainum
RPL:27720	Estreva	Estradiolum
RPL:27721	Alpicort	Prednisolonum + Acidum salicylicum
RPL:27722	Akineton	Biperideni hydrochloridum
RPL:27723	Dostinex	Cabergolinum
RPL:27724	Cyclo-Progynova	Estradioli valeras + Norgestrelum
RPL:27725	Venlafaxine Fair-Med	Venlafaxinum	Venlafaxini hydrochloridum
RPL:27726	Simvacard 20	Simvastatinum
RPL:27727	Simvacard 40	Simvastatinum
RPL:27728	Vidisic	Carbomerum
RPL:27729	Inhibace	Cilazaprilum
RPL:27730	Asentra	Sertralinum
RPL:27731	Ramipril-Lupin	Ramiprilum	Ramiprilum
RPL:27732	Carzenio	Oxcarbazepinum	Oxcarbazepinum
RPL:27733	Carzenio	Oxcarbazepinum	Oxcarbazepinum
RPL:27734	Carzenio	Oxcarbazepinum	Oxcarbazepinum
RPL:27735	Tevioplus	Latanoprostum + Timololum	Latanoprostum	Timololi maleas
RPL:27736	Levetiracetam PharmaSwiss	Levetiracetamum	Levetiracetamum
RPL:27737	Ramipril-Lupin	Ramiprilum	Ramiprilum
RPL:27738	Levetiracetam PharmaSwiss	Levetiracetamum	Levetiracetamum
RPL:27739	Ramipril-Lupin	Ramiprilum	Ramiprilum
RPL:27740	Levetiracetam PharmaSwiss	Levetiracetamum	Levetiracetamum
RPL:27741	Levetiracetam PharmaSwiss	Levetiracetamum	Levetiracetamum
RPL:27742	Ramipril-Lupin	Ramiprilum	Ramiprilum
RPL:27743	Langerin	Metformini hydrochloridum	Metformini hydrochloridum
RPL:27744	Langerin	Metformini hydrochloridum	Metformini hydrochloridum
RPL:27745	Espiro	Eplerenonum	Eplerenonum
RPL:27746	Langerin	Metformini hydrochloridum	Metformini hydrochloridum
RPL:27747	Zoledronic Acid Teva	Acidum zoledronicum	Acidum zoledronicum
RPL:27748	Zoledronic Acid Teva Pharma	Acidum zoledronicum	Acidum zoledronicum
RPL:27749	Daktarin-oral	Miconazolum
RPL:27751	Duphaston	Dydrogesteronum
RPL:27752	Oilatum	Paraffinum perliquidum
RPL:27753	Regulon	Ethinylestradiolum + Desogestrelum
RPL:27754	Novynette	Ethinylestradiolum + Desogestrelum
RPL:27755	Triquilar	Ethinylestradiolum + Levonorgestrelum
RPL:27757	Novynette	Ethinylestradiolum + Desogestrelum
RPL:27759	Revatio	Sildenafilum	Sildenafili citras
RPL:27760	Etibral	Levetiracetamum	Levetiracetamum
RPL:27761	Etibral	Levetiracetamum	Levetiracetamum
RPL:27762	Tanakan	Ginkgo bilobae folii extractum siccum
RPL:27763	Zinnat	Cefuroximum
RPL:27764	Ebrantil 25	Urapidilum
RPL:27767	Traumeel S	Produkt homeopatyczny
RPL:27768	Solcoseryl	Bezbiałkowy dializat z krwi cieląt + Polidocanolum
RPL:27769	Inhibace	Cilazaprilum
RPL:27770	Lexotan	Bromazepamum
RPL:27773	Betaloc ZOK 50	Metoprololi succinas
RPL:27774	Ebrantil 25	Urapidilum
RPL:27775	Regulon	Ethinylestradiolum + Desogestrelum
RPL:27776	Diaprel MR	Gliclazidum
RPL:27777	Dentinox N	Chamomillae tinctura + Lidocaini hydrochloridum + Macrogoli aether laurilicus
RPL:27778	Alomide	Lodoxamidum
RPL:27779	Tobrex	Tobramycinum
RPL:27780	SimvaHexal 40	Simvastatinum
RPL:27782	Broncho-Vaxom	Szczepionka wieloważna
RPL:27783	Etibral	Levetiracetamum	Levetiracetamum
RPL:27784	Amlozek	Amlodipinum
RPL:27785	Betaloc ZOK 100	Metoprololi succinas
RPL:27786	Yasminelle	Drospirenonum + Ethinylestradiolum
RPL:27787	Yasmin	Ethinylestradiolum + Drospirenonum
RPL:27788	Broncho-Vaxom	Szczepionka wieloważna
RPL:27789	Etibral	Levetiracetamum	Levetiracetamum
RPL:27790	Dehistar	Desloratadinum	Desloratadinum	Sorbitolum liquidum non cristallisabile
RPL:27791	Etibral	Levetiracetamum	Levetiracetamum
RPL:27793	Dehistar	Desloratadinum	Desloratadinum
RPL:27799	Alerdes	Desloratadinum	Desloratadinum
RPL:27801	Levetiracetam Zdrovit	Levetiracetamum	Levetiracetamum
RPL:27802	Levetiracetam Zdrovit	Levetiracetamum	Levetiracetamum
RPL:27803	Betafact 500 IU	Factor IX coagulationis humanus	Factor IX coagulationis humanus
RPL:27804	Betafact 1000 IU	Factor IX coagulationis humanus	Factor IX coagulationis humanus
RPL:27810	Desloratadine +pharma	Desloratadinum	Desloratadinum
RPL:27815	Efectin ER 75	Venlafaxinum
RPL:27816	Efectin ER 150	Venlafaxinum
RPL:27817	Triquilar	Ethinylestradiolum + Levonorgestrelum
RPL:27818	Logest	Gestodenum + Ethinylestradiolum
RPL:27819	Bactrim Forte	Sulfamethoxazolum + Trimethoprimum
RPL:27820	Lucetam	Piracetamum
RPL:27821	Tranxene	Dikalii clorazepas
RPL:27822	ACC 600	Acetylcysteinum
RPL:27823	Femoden	Ethinylestradiolum + Gestodenum
RPL:27824	Procto-Glyvenol	Tribenosidum + Lidocaini hydrochloridum
RPL:27825	Lucetam	Piracetamum
RPL:27826	Sintrom	Acenocoumarolum
RPL:27827	Flixotide	Fluticasoni propionas
RPL:27828	Flixotide	Fluticasoni propionas
RPL:27829	Nicorette Classic Gum	Nicotinum
RPL:27830	Rigevidon	Ethinylestradiolum + Levonorgestrelum
RPL:27831	Rigevidon	Ethinylestradiolum + Levonorgestrelum
RPL:27832	Sulfasalazin EN Krka	Sulfasalazinum
RPL:27833	Diaprel MR	Gliclazidum
RPL:27835	Delortan	Desloratadinum	Desloratadinum
RPL:27836	Delortan	Desloratadinum	Desloratadinum
RPL:27837	Delortan	Desloratadinum	Desloratadinum
RPL:27838	Cetirizine Genoptim	Cetirizini dihydrochloridum	Cetirizini dihydrochloridum
RPL:27840	Azithromycin Genoptim	Azithromycinum	Azithromycinum
RPL:27841	Azithromycin Genoptim	Azithromycinum	Azithromycinum
RPL:27842	Rosuvastatin Ranbaxy	Rosuvastatinum	Rosuvastatinum calicum
RPL:27843	Rosuvastatin Ranbaxy	Rosuvastatinum	Rosuvastatinum calicum
RPL:27844	Rosuvastatin Ranbaxy	Rosuvastatinum	Rosuvastatinum calicum
RPL:27845	Rosuvastatin Ranbaxy	Rosuvastatinum	Rosuvastatinum calicum
RPL:27846	Lordestin	Desloratadinum	Desloratadini hemisulphas
RPL:27850	Gemcitabinum Accord	Gemcitabinum	Gemcitabini hydrochloridum
RPL:27852	Sildenafil Ranbaxy	Sildenafilum	Sildenafili citras
RPL:27853	Dironorm	Lisinoprilum + Amlodipinum	Lisinoprilum dihydricum	Amlodipinum
RPL:27854	Ortanol	Omeprazolum	Omeprazolum
RPL:27855	Omar Max	Omeprazolum	Omeprazolum
RPL:27856	Levetiracetam Aurobindo	Levetiracetamum	Levetiracetamum
RPL:27857	Levetiracetam Aurobindo	Levetiracetamum	Levetiracetamum
RPL:27858	Levetiracetam Aurobindo	Levetiracetamum	Levetiracetamum
RPL:27859	Levetiracetam Aurobindo	Levetiracetamum	Levetiracetamum
RPL:27860	Tarsime	Cefuroximum	Cefuroximum axetilum
RPL:27861	Tarsime	Cefuroximum	Cefuroximum axetilum
RPL:27862	Tarsime	Cefuroximum	Cefuroximum axetilum
RPL:27863	Ramonna	Levonorgestrelum	Levonorgestrelum
RPL:27864	Paratram	Tramadoli hydrochloridum + Paracetamolum	Tramadoli hydrochloridum	Paracetamolum
RPL:27865	Exbol	Tramadoli hydrochloridum + Paracetamolum	Tramadoli hydrochloridum	Paracetamolum
RPL:27866	Ilaris	Canacinumabum	Canacinumabum
RPL:27867	Terbinafina Ziaja	Terbinafini hydrochloridum	Terbinafini hydrochloridum	Cetylu palmitynian
RPL:27869	Sildenafil Ranbaxy	Sildenafilum	Sildenafili citras
RPL:27870	Hydroxyzinum VP	Hydroxyzini hydrochloridum	Hydroxyzini hydrochloridum
RPL:27871	Mixtard 30 Penfill	Insulinum humanum	Insulinum humanum
RPL:27872	NovoMix 50 Penfill	Insulinum aspartum	Insulinum aspartum
RPL:27873	Pioglitazone Teva	Pioglitazonum	Pioglitazonum
RPL:27875	Pioglitazone Teva 	Pioglitazonum	Pioglitazonum
RPL:27876	Pioglitazone Teva 	Pioglitazonum	Pioglitazonum
RPL:27877	Pioglitazone Teva Pharma 	Pioglitazonum	Pioglitazonum
RPL:27878	Pioglitazone Teva Pharma	Pioglitazonum	Pioglitazonum
RPL:27879	Pioglitazone Teva Pharma	Pioglitazonum	Pioglitazonum
RPL:27880	Ortanol 20 Plus	Omeprazolum
RPL:27881	Diaprel MR	Gliclazidum
RPL:27883	ACC	Acetylcysteinum
RPL:27884	Tetralysal	Lymecyclinum
RPL:27885	Proscar	Finasteridum
RPL:27886	Histigen	Betahistini dihydrochloridum
RPL:27887	Ovestin	Estriolum
RPL:27888	Macmiror complex 500	Nifuratelum + Nystatinum
RPL:27889	Duphaston	Dydrogesteronum
RPL:27890	Simvacard 10	Simvastatinum
RPL:27892	Debridat	Trimebutinum
RPL:27893	Triderm	Betamethasonum + Clotrimazolum + Gentamicinum
RPL:27894	Flucon	Fluorometholonum
RPL:27895	Loceryl	Amorolfinum
RPL:27896	Procto-Glyvenol	Tribenosidum + Lidocainum
RPL:27897	Fastum	Ketoprofenum
RPL:27899	Norvasc	Amlodipinum
RPL:27900	Depo-Provera	Medroxyprogesteroni acetas
RPL:27901	Betaserc	Betahistini dihydrochloridum
RPL:27902	Betaserc	Betahistini dihydrochloridum
RPL:27903	Corneregel	Dexpanthenolum
RPL:27904	Symetra	Levetiracetamum	Levetiracetamum
RPL:27905	Rivastigmin Cipla	Rivastigminum	Rivastigmini hydrogenotartras
RPL:27907	Symetra	Levetiracetamum	Levetiracetamum
RPL:27908	Symetra	Levetiracetamum	Levetiracetamum
RPL:27909	Rivastigmin Cipla	Rivastigminum	Rivastigmini hydrogenotartras
RPL:27911	Symetra	Levetiracetamum	Levetiracetamum
RPL:27912	Rivastigmin Cipla	Rivastigminum	Rivastigmini hydrogenotartras
RPL:27913	Cetraxal Plus	Ciprofloxacinum + Fluocinoloni acetonidum	Ciprofloxacinum	Fluocinoloni acetonidum
RPL:27914	Rivastigmin Cipla	Rivastigminum	Rivastigmini hydrogenotartras
RPL:27917	Levetiracetam Fair-Med Healthcare	Levetiracetamum	Levetiracetamum
RPL:27918	Pentasa	Mesalazinum	Mesalazinum
RPL:27920	Pentasa	Mesalazinum	Mesalazinum
RPL:27921	Levetiracetam Fair-Med Healthcare	Levetiracetamum	Levetiracetamum
RPL:27923	Levetiracetam Fair-Med Healthcare	Levetiracetamum	Levetiracetamum
RPL:27924	Briglau PPH	Brimonidini tartras	Brimonidini tartras
RPL:27925	Levetiracetam Fair-Med Healthcare	Levetiracetamum	Levetiracetamum
RPL:27928	Telmix	Telmisartanum	Telmisartanum
RPL:27929	Telmix	Telmisartanum	Telmisartanum
RPL:27930	Dionelle	Ethinylestradiolum + Dienogestum	Ethinylestradiolum	Dienogestum
RPL:27931	Senalax Extra	-	Sól wapniowa sennozydów 60%
RPL:27936	Atorvastatin Krka	Atorvastatinum	Atorvastatinum calcicum
RPL:27937	Atorvastatin Krka	Atorvastatinum	Atorvastatinum calcicum
RPL:27938	Atorvastatin Krka	Atorvastatinum	Atorvastatinum
RPL:27939	Viramune	Nevirapinum	Nevirapinum
RPL:27940	Zoledronic Acid Actavis	Acidum zoledronicum	Acidum zoledronicum
RPL:27941	Forxiga	Dapagliflozinum	Dapagliflozinum
RPL:27942	Forxiga	Dapagliflozinum	Dapagliflozinum
RPL:27943	Dynid	Desloratadinum	Desloratadinum
RPL:27944	Cetip	Cetirizini dihydrochloridum	Cetirizini dihydrochloridum
RPL:27945	Tiaprid PMCS	Tiapridum	Tiapridi hydrochloridum
RPL:27946	Amoxicillin MIP Pharma	Amoxicillinum	Amoxicillinum
RPL:27947	Etopiryna Max	Acidum acetylsalicylicum	Acidum acetylsalicylicum
RPL:27949	Amoxicillin MIP Pharma	Amoxicillinum	Amoxicillinum
RPL:27950	Berodual N	Fenoteroli hydrobromidum + Ipratropii bromidum
RPL:27951	Kamiren	Doxazosinum
RPL:27952	Kamiren	Doxazosinum
RPL:27954	Venoruton Gel	o-(beta-Hydroxyethyl)-rutosidea
RPL:27956	Triderm	Betamethasonum + Clotrimazolum + Gentamicinum
RPL:27967	Levofloxacin Genoptim	Levofloxacinum	Levofloxacinum
RPL:27970	Levofloxacin Genoptim	Levofloxacinum	Levofloxacini hemihydras
RPL:27971	Letrozole Fair-Med Healthcare	Letrozolum	Letrozolum
RPL:27973	Cefuroksym Hospira	Cefuroximum	Cefuroximum
RPL:27975	Fosinopril + Hydrochlorothiazide Aurobindo	Fosinoprilum natricum + Hydrochlorothiazidum	Fosinoprilum natricum	Hydrochlorothiazidum
RPL:27976	Co-Presomyl	Perindoprilum argininum + Indapamidum	Perindoprilum argininum	Indapamidum
RPL:27977	Co-Presomyl Forte	Perindoprilum argininum + Indapamidum	Perindoprilum argininum	Indapamidum
RPL:27978	Cefuroksym Hospira	Cefuroximum	Cefuroximum
RPL:27979	Cefuroksym Hospira	Cefuroximum	Cefuroximum
RPL:27980	Cefuroksym Hospira	Cefuroximum	Cefuroximum
RPL:27984	Levetiracetam Fair-Med Healthcare	Levetiracetamum	Levetiracetamum
RPL:27991	Mibitec	Tetrafluoroboran [tetrakis(2-metoksy-2-metylopropylo-1-izocyjanido)miedzi(1+)]	Tetrafluoroboran [tetrakis(2-metoksy-2-metylopropylo-1-izonitrylu)miedzi(1+)]
RPL:27992	Cetraxal	Ciprofloxacinum	Ciprofloxacinum
RPL:27993	Zulfija	Gestodenum + Ethinylestradiolum	Gestodenum	Ethinylestradiolum
RPL:27994	Podtlenek azotu AIR PRODUCTS	Dinitrogenii oxidum	Dinitrogenii oxidum
RPL:27995	Kostya	Gestodenum + Ethinylestradiolum	Gestodenum	Ethinylestradiolum
RPL:27996	Polopiryna Complex	Acidum acetylsalicylicum + Phenylephrini bitartras + Chlorphenamini maleas	Acidum acetylsalicylicum	Phenylephrini bitartras	Chlorphenamini maleas
RPL:28000	Actarosin	Rosuvastatinum	Rosuvastatinum
RPL:28001	Actarosin	Rosuvastatinum	Rosuvastatinum
RPL:28002	Actarosin	Rosuvastatinum	Rosuvastatinum
RPL:28003	Actarosin	Rosuvastatinum	Rosuvastatinum
RPL:28004	Ibum Forte	Ibuprofenum	Ibuprofenum
RPL:28005	Zolpidem Genoptim	Zolpidemi tartras	Zolpidemi tartras
RPL:28006	Zolpidem Genoptim	Zolpidemi tartras	Zolpidemi tartras
RPL:28007	Limfodrenaż-Pascoe Basic	Preparat homeopatyczny	Taraxacum officinale TM	Calendula officinalis	Acidum arsenicosum	Chelidonium majus	Echinacea	Phytolacca americana D2	Hydrastis canadensis	Lycopodium clavatum	Sanguinaria canadensis D8
RPL:28008	Pascolets	Preparat homeopatyczny	Scrophularia nodosa TM	Echinacea	Hydrargyrum biiodatum
RPL:28009	Nizoral	Ketoconazolum
RPL:28010	Accupro 5	Quinaprilum
RPL:28011	Accupro 20	Quinaprilum
RPL:28012	Betaloc ZOK 50	Metoprololi succinas
RPL:28013	Fromilid 250	Clarithromycinum
RPL:28014	Lozap 50	Losartanum kalicum
RPL:28015	Venoruton forte	o-(beta-Hydroxyethyl)-rutosidea
RPL:28016	Gynoxin	Fenticonazoli nitras
RPL:28017	Floxal	Ofloxacinum
RPL:28018	Piramil 10 mg	Ramiprilum
RPL:28019	Fluimucil Muko	Acetylcysteinum
RPL:28020	Accupro 10	Quinaprilum
RPL:28021	Broncho-Vaxom	Szczepionka wieloważna
RPL:28022	Yasminelle	Drospirenonum + Ethinylestradiolum
RPL:28023	Microgynon 21	Ethinylestradiolum + Levonorgestrelum
RPL:28024	ACC	Acetylcysteinum
RPL:28025	Olbas Oil	Preparat ziołowy
RPL:28026	Tantum Verde	Benzydamini hydrochloridum
RPL:28027	Floxal	Ofloxacinum
RPL:28028	Theraflu Max Grip	Paracetamolum + Acidum ascorbicum + Phenylephrini hydrochloridum	Paracetamolum	Acidum ascorbicum	Phenylephrini hydrochloridum
RPL:28029	Debridat	Trimebutinum
RPL:28030	Gynoxin	Fenticonazoli nitras
RPL:28031	Gynoxin	Fenticonazoli nitras
RPL:28032	Dostinex	Cabergolinum
RPL:28033	Asentra	Sertralinum
RPL:28034	Triderm	Betamethasoni dipropionas + Clotrimazolum + Gentamicinum
RPL:28035	Simvagen 20	Simvastatinum
RPL:28036	Procto-Glyvenol	Tribenosidum + Lidocaini hydrochloridum
RPL:28037	Procto-Glyvenol	Tribenosidum + Lidocainum
RPL:28038	Xifaxan	Rifaximinum
RPL:28039	Simgal	Simvastatinum
RPL:28040	Simgal	Simvastatinum
RPL:28041	Dostinex	Cabergolinum
RPL:28042	Zinnat	Cefuroximum
RPL:28043	Regulon	Ethinylestradiolum + Desogestrelum
RPL:28044	Nootropil	Piracetamum
RPL:28045	Octenisept	Octenidini dihydrochloridum + Phenoxyethanolum
RPL:28046	Skinoren	Acidum azelaicum
RPL:28047	Smecta	Diosmectitum
RPL:28048	Lioton 1000	Heparinum natricum
RPL:28050	Docetaksel Mylan	Docetaxelum	Docetaxelum
RPL:28051	Meropenem Genoptim	Meropenemum	Meropenemum trihydricum
RPL:28052	Meropenem Genoptim	Meropenemum	Meropenemum trihydricum
RPL:28053	TamisPRAS	Tamsulosini hydrochloridum	Tamsulosini hydrochloridum
RPL:28055	Suprodeslon	Desloratadinum	Desloratadinum
RPL:28058	Lamivudine Mylan	Lamivudinum	Lamivudinum
RPL:28059	Lamivudine Mylan	Lamivudinum	Lamivudinum
RPL:28061	Suprodeslon	Desloratadinum	Desloratadinum
RPL:28063	Hitaxa fast junior	Desloratadinum	Desloratadinum
RPL:28064	Hitaxa Fast	Desloratadinum	Desloratadinum
RPL:28065	Hitaxa	Desloratadinum	Desloratadinum	Kroskarmelozy sól sodowa
RPL:28066	Valsartan Aurobindo	Valsartanum	Valsartanum
RPL:28067	Hitaxa	Desloratadinum	Desloratadinum	Cellulosum microcristallinum
RPL:28069	Hitaxa	Desloratadinum	Desloratadinum
RPL:28077	Actikerall	Fluorouracilum + Acidum salicylicum	Fluorouracilum	Acidum salicylicum
RPL:28085	Pterocyn	Levetiracetamum	Levetiracetamum
RPL:28087	Pterocyn	Levetiracetamum	Levetiracetamum
RPL:28088	Rivastigmin NeuroPharma	Rivastigminum	Rivastigmini hydrogenotartras
RPL:28089	Pterocyn	Levetiracetamum	Levetiracetamum
RPL:28090	Rivastigmin NeuroPharma	Rivastigminum	Rivastigmini hydrogenotartras
RPL:28092	Pterocyn	Levetiracetamum	Levetiracetamum
RPL:28093	Rivastigmin NeuroPharma	Rivastigminum	Rivastigmini hydrogenotartras
RPL:28094	Rivastigmin NeuroPharma	Rivastigminum	Rivastigmini hydrogenotartras
RPL:28095	Repirol SR	Ropinirolum	Ropiniroli hydrochloridum
RPL:28098	Repirol SR	Ropinirolum	Ropiniroli hydrochloridum
RPL:28100	Repirol SR	Ropinirolum	Ropiniroli hydrochloridum
RPL:28101	Pimafucin	Natamycinum
RPL:28103	Levebon	Levetiracetamum	Levetiracetamum
RPL:28106	Raponer	Ropinirolum	Ropinirolum
RPL:28108	Raponer	Ropinirolum	Ropinirolum
RPL:28109	Raponer	Ropinirolum	Ropinirolum
RPL:28115	Re-Algin	Metamizolum natricum	Metamizolum natricum
RPL:28116	Fludeoxyglucose (18F) Biont	Fludeoxyglucosum [18 F]	Fludeoxyglucosum[18 F]
RPL:28117	Cyrdanax	Dexrazoxanum	Dexrazoxanum
RPL:28118	Topotecanum Accord	Topotecanum	Topotecanum
RPL:28121	Erbugen	tert-Butylamini Perindoprilum	Peryndopryl z tert-butyloaminą
RPL:28126	Angioton	Telmisartanum	Telmisartanum
RPL:28127	Angioton	Telmisartanum	Telmisartanum
RPL:28128	Angioton	Telmisartanum	Telmisartanum
RPL:28129	Valsartan Aurobindo	Valsartanum	Valsartanum
RPL:28131	Telmisartan M.R. Pharma	Telmisartanum	Telmisartanum
RPL:28133	Telmisartan M.R. Pharma	Telmisartanum	Telmisartanum
RPL:28134	Telmisartan M.R. Pharma	Telmisartanum	Telmisartanum
RPL:28135	Delorissa	Desloratadinum	Desloratadinum
RPL:28136	Lucetam	Piracetamum
RPL:28145	Bilobil Intense	Ginkgonis extractum siccum raffinatum et quantificatum	Ginkgonis extractum siccum raffinatum et quantificatum
RPL:28151	Ibuprofen Lysine Perrigo	Ibuprofenum	Ibuprofenum lysinum
RPL:28153	Polpix SR	Ropinirolum	Ropinirolum
RPL:28154	Polpix SR	Ropinirolum	Ropinirolum
RPL:28155	Sumilar	Ramiprilum + Amlodipinum	Ramiprilum	Amlodipini besilas
RPL:28156	Polpix SR	Ropinirolum	Ropinirolum
RPL:28157	Sumilar	Ramiprilum + Amlodipinum	Ramiprilum	Amlodipini besilas
RPL:28158	Sumilar	Ramiprilum + Amlodipinum	Ramiprilum	Amlodipini besilas
RPL:28159	Sumilar	Ramiprilum + Amlodipinum	Ramiprilum	Amlodipini besilas
RPL:28160	Płyn Burowa Coel	Aluminii subacetatis solutio	Aluminii sulfas	Calcii carbonas praecipitatus	Acidum aceticum
RPL:28161	Presomyl	Perindoprilum argininum	Perindoprilum argininum
RPL:28162	Presomyl	Perindoprilum argininum	Perindoprilum argininum
RPL:28164	Presomyl	Perindoprilum argininum	Perindoprilum argininum
RPL:28165	Ivoxel	Mometasoni furoas	Mometasoni furoas
RPL:28166	Tacefur	Cefuroximum	Cefuroximum
RPL:28167	Levebon	Levetiracetamum	Levetiracetamum
RPL:28168	Tacefur	Cefuroximum	Cefuroximum
RPL:28169	Citalopram Vitabalans	Citalopramum	Citaloprami hydrobromidum
RPL:28170	Citalopram Vitabalans	Citalopramum	Citaloprami hydrobromidum
RPL:28171	Fluoxetine Vitabalans	Fluoxetinum	Fluoxetinum
RPL:28172	Levebon	Levetiracetamum	Levetiracetamum
RPL:28173	Levebon	Levetiracetamum	Levetiracetamum
RPL:28174	Nironovo SR	Ropinirolum	Ropiniroli hydrochloridum
RPL:28175	Nironovo SR	Ropinirolum	Ropiniroli hydrochloridum
RPL:28176	Nironovo SR	Ropinirolum	Ropiniroli hydrochloridum
RPL:28177	Depretaxer	Venlafaxinum	Venlafaxinum
RPL:28178	Lansoprazol Qualitec	Lansoprazolum	Lansoprazolum
RPL:28179	Depretaxer	Venlafaxinum	Venlafaxinum
RPL:28180	Goldesin	Desloratadinum	Desloratadinum
RPL:28181	Lansoprazol Qualitec	Lansoprazolum	Lansoprazolum
RPL:28182	Goldesin	Desloratadinum	Desloratadinum
RPL:28187	Docetaxel Kabi	Docetaxelum	Docetaxelum
RPL:28189	Esomeprazol Renantos	Esomeprazolum	Esomeprazolum
RPL:28190	Esomeprazol Renantos	Esomeprazolum	Esomeprazolum
RPL:28193	Fungizone	Amphotericinum B	Amphotericinum B
RPL:28194	Aranesp	Darbepoetinum alfa	Darbepoetinum alfa
RPL:28195	Karvea	Irbesartanum	Irbesartanum
RPL:28196	Metformin Vitabalans	Metformini hydrochloridum	Metformini hydrochloridum
RPL:28197	Metformin Vitabalans	Metformini hydrochloridum	Metformini hydrochloridum
RPL:28198	Rupafin	Rupatadinum	Rupatadini fumaras
RPL:28199	Fortalbia 200 mg/ml	Albumini humani solutio	Albuminum humanum
RPL:28200	Telmisartan Apotex	Telmisartanum	Telmisartanum
RPL:28201	Telmisartan Apotex	Telmisartanum	Telmisartanum
RPL:28202	Paracetamol B. Braun	Paracetamolum	Paracetamolum
RPL:28203	Parcotram	Tramadoli hydrochloridum + Paracetamolum	Tramadoli hydrochloridum	Paracetamolum
RPL:28204	Quetiapine Lupin	Quetiapinum	Quetiapinum
RPL:28205	Quetiapine Lupin	Quetiapinum	Quetiapinum
RPL:28206	Quetiapine Lupin	Quetiapinum	Quetiapinum
RPL:28207	Quetiapine Lupin	Quetiapinum	Quetiapinum
RPL:28208	Quetiapine Lupin	Quetiapinum	Quetiapinum
RPL:28209	ApoRopin	Ropinirolum	Ropiniroli hydrochloridum
RPL:28210	ApoRopin	Ropinirolum	Ropiniroli hydrochloridum
RPL:28211	ApoRopin	Ropinirolum	Ropiniroli hydrochloridum
RPL:28212	Jentadueto	Linagliptinum + Metformini hydrochloridum	Linagliptinum	Metformini hydrochloridum
RPL:28213	Jentadueto	Linagliptinum + Metformini hydrochloridum	Linagliptinum	Metformini hydrochloridum
RPL:28215	Voltaren SR 75	Diclofenacum natricum
RPL:28216	Dexak	Dexketoprofenum
RPL:28218	Vizarsin	Sildenafilum	Sildenafili citras
RPL:28220	Vizarsin	Sildenafilum	Sildenafili citras
RPL:28222	Vizarsin	Sildenafilum	Sildenafili citras
RPL:28224	FluControl Max	Paracetamolum + Phenylephrini hydrochloridum + Chlorpheniramini maleas	Paracetamolum	Phenylephrini hydrochloridum	Chlorphenamini maleas
RPL:28225	Vepacel	Prepandemiczna szczepionka przeciw grypie (A/H5N1) (cały wirion, namnażany w komórkach Vero, inaktywowany)	Wirus grypy (cały wirion	 inaktywowany)	 zawierający antygen A/Vietnam/1203/2004 (H5N1)
RPL:28226	Pandemic Influenza Vaccine H5N1 Baxter 	Pandemiczna szczepionka przeciw grypie (cały wirion, namnażany na komórkach Vero, inaktywowany)	Wirus grypy (cały wirion	 inaktywowany)	 zawierający antygen A/Vietnam/1203/2004 (H5N1)
RPL:28227	Montelukast Aurobindo	Montelukastum	Montelukastum
RPL:28228	Montelukast Aurobindo	Montelukastum	Montelukastum natricum
RPL:28229	Ziele Skrzypu	Equiseti herba	Equiseti herba
RPL:28230	Ibuprofen Teva	Ibuprofenum	Ibuprofenum
RPL:28231	Ibuprofen Teva MAX	Ibuprofenum	Ibuprofenum
RPL:28232	Docetaxel Kabi	Docetaxelum	Docetaxelum
RPL:28233	Docetaxel Kabi	Docetaxelum	Docetaxelum
RPL:28234	Docetaxel Kabi	Docetaxelum	Docetaxelum
RPL:28237	Jovesto	Desloratadinum	Desloratadinum
RPL:28239	Jovesto	Desloratadinum	Desloratadinum
RPL:28240	Docetaxel Accord	Docetaxelum	Docetaxelum
RPL:28242	Docetaxel Accord	Docetaxelum	Docetaxelum
RPL:28243	Docetaxel Accord	Docetaxelum	Docetaxelum
RPL:28244	Pioglitazone Bioton	Pioglitazonum	Pioglitazonum
RPL:28245	Pioglitazone Bioton	Pioglitazonum	Pioglitazonum
RPL:28246	Pioglitazone Bioton	Pioglitazonum	Pioglitazonum
RPL:28247	Latim POS	Latanoprostum + Timololum	Latanoprostum	Timololi maleas
RPL:28248	Akistan	Latanoprostum	Latanoprostum
RPL:28249	Sibilla	Ethinylestradiolum + Dienogestum	Dienogestum	Ethinylestradiolum
RPL:28253	Pramipexole Aurobindo	Pramipexolum	Pramipexolum
RPL:28254	Borez	Bisoprololi fumaras	Bisoprololi fumaras
RPL:28255	Pramipexole Aurobindo	Pramipexolum	Pramipexolum
RPL:28256	Pramipexole Aurobindo	Pramipexolum	Pramipexolum
RPL:28257	Pramipexole Aurobindo	Pramipexolum	Pramipexolum
RPL:28258	Borez	Bisoprololi fumaras	Bisoprololi fumaras
RPL:28259	Carboplatin Kabi	Carboplatinum	Carboplatinum
RPL:28263	Lipegis	Ezetimibum	Ezetimibum
RPL:28264	Panadol Menthol Active	Paracetamolum	Paracetamolum
RPL:28265	Zomikos	Acidum zoledronicum	Acidum zoledronicum
RPL:28266	Gefemin	Gestodenum + Ethinylestradiolum	Gestodenum	Ethinylestradiolum
RPL:28267	Atinepte	Tianeptinum	Tianeptinum
